Word,Mutual Information,Chi-Squared
jesu,0.05632830607189993,2893.4567800889017
lord,0.02348170875578301,845.4795043521341
discipl,0.015265886637701018,778.8954521225505
israel,0.015265583835729693,455.3800976414473
peopl,0.01159741831585865,388.9666672369177
king,0.010138422050184564,323.36856373687516
land,0.009755822206247503,295.8223064937806
thing,0.009215371850165936,459.7848276725302
spirit,0.007739911452335798,406.49446398658444
john,0.006828336983060007,355.34485937380913
church,0.006761343153929483,340.552741248568
judah,0.006114145186664129,166.2897283362203
gospel,0.005110724181978152,272.1983394939233
world,0.004958619102833196,265.853846940209
grace,0.004917685606861091,266.7591215705243
jew,0.004796420454648511,255.9511932791074
assuredli,0.004380927865368209,230.74501026827014
immedi,0.004318626010000206,234.142013040136
faith,0.004254402058963934,215.68916198033193
synagogu,0.003887384849287354,197.62468812534087
teacher,0.003599404592068977,189.46597907748287
messeng,0.003522427015994164,98.44433860827347
baptiz,0.003458541103553724,176.22347230074104
galile,0.0033483677062159105,177.63829865958365
egypt,0.0033276068359349995,98.32272780428612
david,0.003254415659398065,107.53803457057126
preach,0.003224521750132476,171.444589704172
demon,0.003184970020599355,168.20756054532663
son,0.003161540389937904,119.84379345882844
mose,0.003060500662271708,103.81009306442459
hour,0.003004516494447727,162.70735875826085
judea,0.0029593114481799776,151.27001154617435
hous,0.0029375491279779306,106.52433789980971
brethren,0.002816311254836237,142.92549492119284
bodi,0.0027327586759828076,142.53258578671114
children,0.002665590930352577,94.8781123751397
receiv,0.002635886841773797,129.6638078230686
pharaoh,0.002569116189074189,66.95191080860893
aaron,0.0025565461071174944,69.46039961767194
gentil,0.0024771072086674454,132.3872919641724
host,0.002444641624992619,66.61256045218965
multitud,0.002435603158470641,125.45255567194985
king ,0.0023738085698250698,62.102780420002524
offer,0.0023379632475048753,79.13643442257913
crucifi,0.00233270039261485,124.87726550072419
dead,0.002299738500974032,116.45824057786767
hundr,0.0022682947915585237,73.12821039095513
boat,0.00226583499965061,121.37916512655273
sure,0.0022227180332122258,66.08413343331004
love,0.0022075406747242986,108.12298769016506
armi,0.0021995713376325964,60.35750670634574
know,0.002199101196389723,117.88429992909239
scriptur,0.002188702449759824,118.66554650922477
burnt,0.0021162897785305507,57.0854065809987
inhabit,0.002071362489416286,55.94881832482156
angel,0.002022617513099651,100.03533117829754
worthi,0.0019997517822848854,107.42125801740131
doctrin,0.0019933000401173855,105.79066418107553
daughter,0.0019715242216820973,64.09889486593836
greek,0.0019657425366959216,101.4213206875518
fellow,0.001933609193101545,103.94158067664277
famili,0.0019174613217974984,54.819597981667556
back,0.001911462585010492,63.3852110110102
joshua,0.001903625513191172,48.657048971641764
crowd,0.0019011143849888797,99.94565620772595
bring,0.0018886586797663774,67.13033282986353
saint,0.0018561898319955146,99.56238218122652
turn,0.001840060607562346,64.87864011593192
camp,0.0018364088882725864,49.98935378877792
marvel,0.0018312293154161723,99.25431440275229
favor,0.001806100934859875,52.548614970036525
betray,0.0018018325329965492,96.99596920493771
anger,0.001791495953332251,49.87275753268603
levit,0.0017477399965084386,48.74223581408835
sat,0.0017398374268773836,90.59015310708153
solomon,0.00171533731804483,49.47483392605711
year,0.001696294080207186,59.811061028487295
princ,0.0016918184456713962,46.30702267103276
mind,0.0016880875364255687,88.8549044571095
belov,0.0016838121487013876,89.31697001143438
day,0.0016533437419855692,64.32459495046447
disbeliev,0.0016491939433849227,42.407138768084245
answer,0.0016414256026041933,77.8845950668609
law,0.0016176928395469406,78.1851653297183
iniqu,0.001583427725894376,47.59664702097424
return,0.0015809270127237224,54.45956113698023
valley,0.0015799901939036016,40.70442127040105
heard,0.0015691022996876755,74.62767139295443
written,0.0015572178978317925,77.74056628343469
exhort,0.0015562536551523075,82.25829639464925
council,0.0015429791669200467,80.0917801714957
mysteri,0.0015429791669200467,80.0917801714957
ark,0.0015410368927230072,43.38135178612332
likewis,0.0015283968582212348,81.96703580493444
etern,0.00152429368972054,82.6362777281965
heal,0.0014948108666953109,77.54462695515954
meet,0.0014931356834657294,45.10739834041539
altar,0.0014911922763899041,48.12870310960894
spiritu,0.0014876560500741843,78.72714456917308
punish,0.0014873454933518608,44.485548815511365
make,0.0014816425402849548,55.46165794708634
greet,0.0014498740029023193,77.82187569835477
torment,0.0014300195519385116,46.522955326249466
amen,0.0014248576302010089,76.62089969652808
tribul,0.0014192049049758884,75.19860336364277
dwell,0.0014156169535582109,49.70504019563058
creat,0.0014125389597775921,43.27687873555396
enemi,0.001399111025686791,47.050626400234826
gold,0.0013861440675522804,45.75568606907836
act,0.0013749940214469868,37.11279293725464
babylon,0.0013539677163250372,41.63382098676683
ephraim,0.0013499943440951428,35.034519466381106
member,0.001347049764178511,72.87341136786661
jacob,0.0013279247639391835,43.649472778406995
hand,0.0013197240363597004,50.792812055032535
battl,0.0013194366314670818,38.28585837379541
kingdom,0.001317343963634295,63.94082088078569
began,0.0012975210560546094,66.73040138152697
come,0.0012958997059212204,63.97897517654089
book,0.0012874892719029023,43.455296994873386
partak,0.0012827895568678677,68.15054062939979
wick,0.0012704863955442544,41.55719087096324
made,0.0012701831606353308,48.630332633115195
beg,0.001267797539109691,68.8609773323117
baptism,0.0012627797015330865,65.8911291620845
collector,0.0012627797015330865,65.8911291620845
cover,0.0012552198345513218,39.48302119560603
hide,0.0012468905530624895,32.48611652190972
earth,0.0012401597903390453,46.89035086320563
place,0.0012328802254969453,46.186827632670216
bronz,0.001224016524540189,31.920074807076546
captiv,0.001219941789580004,36.677296107582215
circumcis,0.0012060809487980694,64.32113866718252
